Phytochemical,Link
"(10r,11s)-11-[(10r,11r)-3,4,5,17,18,19-hexahydroxy-8,14-dioxo-11-(3,4,5-trihydroxybenzoyl)oxy-9,13-dioxatricyclo[13.4.0.02,7]nonadeca-1(19),2,4,6,15,17-hexaen-10-yl]-3,4,5,16,17,18-hexahydroxy-8,13-dioxo-9,12-dioxatricyclo[12.4.0.02,7]octadeca-1(18),2,4,6,14,16-hexaene-10-carboxylic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=%2810r%2C11s%29-11-%5B%2810r%2C11r%29-3%2C4%2C5%2C17%2C18%2C19-hexahydroxy-8%2C14-dioxo-11-%283%2C4%2C5-trihydroxybenzoyl%29oxy-9%2C13-dioxatricyclo%5B13.4.0.02%2C7%5Dnonadeca-1%2819%29%2C2%2C4%2C6%2C15%2C17-hexaen-10-yl%5D-3%2C4%2C5%2C16%2C17%2C18-hexahydroxy-8%2C13-dioxo-9%2C12-dioxatricyclo%5B12.4.0.02%2C7%5Doctadeca-1%2818%29%2C2%2C4%2C6%2C14%2C16-hexaene-10-carboxylic+acid
"(10S)-10-(hydroxymethyl)-8-oxatricyclo[10.4.0.02,7]hexadeca-1(16),2(7),3,5,12,14-hexaene-5,10,14,15-tetrol",https://neist.res.in/osadhi/phytodetail.php?phyto=%2810S%29-10-%28hydroxymethyl%29-8-oxatricyclo%5B10.4.0.02%2C7%5Dhexadeca-1%2816%29%2C2%287%29%2C3%2C5%2C12%2C14-hexaene-5%2C10%2C14%2C15-tetrol
"(10S,11S)-Pterosin C",https://neist.res.in/osadhi/phytodetail.php?phyto=%2810S%2C11S%29-Pterosin+C
"(10s,22r,23r,24s)-4-methyl-9-oxa-4,13-diazahexacyclo[11.6.5.01,24.06,22.010,23.014,19]tetracosa-6,14,16,18-tetraene-12,20-dione",https://neist.res.in/osadhi/phytodetail.php?phyto=%2810s%2C22r%2C23r%2C24s%29-4-methyl-9-oxa-4%2C13-diazahexacyclo%5B11.6.5.01%2C24.06%2C22.010%2C23.014%2C19%5Dtetracosa-6%2C14%2C16%2C18-tetraene-12%2C20-dione
"(11E,13R)-Labda-11,14-Diene-8,13-Diol",https://neist.res.in/osadhi/phytodetail.php?phyto=%2811E%2C13R%29-Labda-11%2C14-Diene-8%2C13-Diol
"(11E,13S)-Labda-11,14-Diene-8,13-Diol",https://neist.res.in/osadhi/phytodetail.php?phyto=%2811E%2C13S%29-Labda-11%2C14-Diene-8%2C13-Diol
"(11E,13Z)-Labdadien-8-ol",https://neist.res.in/osadhi/phytodetail.php?phyto=%2811E%2C13Z%29-Labdadien-8-ol
"(11S,17S,18S)-17-(4-HYDROXYPHENYL)-16-OXA-1,6,10,23-TETRAZATETRACYCLO[9.8.6.212,15.014,18]HEPTACOSA-12,14,26-TRIENE-19,24-DIONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2811S%2C17S%2C18S%29-17-%284-HYDROXYPHENYL%29-16-OXA-1%2C6%2C10%2C23-TETRAZATETRACYCLO%5B9.8.6.212%2C15.014%2C18%5DHEPTACOSA-12%2C14%2C26-TRIENE-19%2C24-DIONE
"(11Z)-trideca-1,11-dien-3,5,7,9-tetrayne",https://neist.res.in/osadhi/phytodetail.php?phyto=%2811Z%29-trideca-1%2C11-dien-3%2C5%2C7%2C9-tetrayne
"(11Z,14Z)-ICOSA-11,14-DIENOIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=%2811Z%2C14Z%29-ICOSA-11%2C14-DIENOIC+ACID
"(12S)-13-METHYL-5,7,19,21-TETRAOXA-13-AZAHEXACYCLO[10.10.1.02,10.04,8.016,23.018,22]TRICOSA-1(23),2,4(8),9,16,18(22)-HEXAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2812S%29-13-METHYL-5%2C7%2C19%2C21-TETRAOXA-13-AZAHEXACYCLO%5B10.10.1.02%2C10.04%2C8.016%2C23.018%2C22%5DTRICOSA-1%2823%29%2C2%2C4%288%29%2C9%2C16%2C18%2822%29-HEXAENE
"(12S)-18,19-DIMETHOXY-13-METHYL-5,7-DIOXA-13-AZAPENTACYCLO[10.7.1.02,10.04,8.016,20]ICOSA-1(20),2,4(8),9,16,18-HEXAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2812S%29-18%2C19-DIMETHOXY-13-METHYL-5%2C7-DIOXA-13-AZAPENTACYCLO%5B10.7.1.02%2C10.04%2C8.016%2C20%5DICOSA-1%2820%29%2C2%2C4%288%29%2C9%2C16%2C18-HEXAENE
"(12S)-4,6,19,21-TETRAOXA-13-AZAHEXACYCLO[10.10.1.02,10.03,7.016,23.018,22]TRICOSA-1(23),2(10),3(7),8,16,18(22)-HEXAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2812S%29-4%2C6%2C19%2C21-TETRAOXA-13-AZAHEXACYCLO%5B10.10.1.02%2C10.03%2C7.016%2C23.018%2C22%5DTRICOSA-1%2823%29%2C2%2810%29%2C3%287%29%2C8%2C16%2C18%2822%29-HEXAENE
"(12S)-7,16,17-TRIMETHOXY-11-METHYL-3,5-DIOXA-11-AZAPENTACYCLO[10.7.1.02,6.08,20.014,19]ICOSA-1,6,8(20),14,16,18-HEXAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2812S%29-7%2C16%2C17-TRIMETHOXY-11-METHYL-3%2C5-DIOXA-11-AZAPENTACYCLO%5B10.7.1.02%2C6.08%2C20.014%2C19%5DICOSA-1%2C6%2C8%2820%29%2C14%2C16%2C18-HEXAENE
"(12S,13R)-16,17-DIMETHOXY-12-METHYL-5,7-DIOXA-1-AZAPENTACYCLO[11.8.0.03,11.04,8.014,19]HENICOSA-3(11),4(8),9,14,16,18-HEXAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2812S%2C13R%29-16%2C17-DIMETHOXY-12-METHYL-5%2C7-DIOXA-1-AZAPENTACYCLO%5B11.8.0.03%2C11.04%2C8.014%2C19%5DHENICOSA-3%2811%29%2C4%288%29%2C9%2C14%2C16%2C18-HEXAENE
"(13-BENZYL-6-HYDROXY-4,17-DIMETHYL-5-OXO-15-PROP-1-EN-2-YL-12,14,18-TRIOXAPENTACYCLO[11.4.1.01,10.02,6.011,15]OCTADECA-3,8-DIEN-8-YL)METHYL 2-(4-HYDROXYPHENYL)ACETATE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813-BENZYL-6-HYDROXY-4%2C17-DIMETHYL-5-OXO-15-PROP-1-EN-2-YL-12%2C14%2C18-TRIOXAPENTACYCLO%5B11.4.1.01%2C10.02%2C6.011%2C15%5DOCTADECA-3%2C8-DIEN-8-YL%29METHYL+2-%284-HYDROXYPHENYL%29ACETATE
"(13AR)-12-ETHENYL-2-HYDROXY-3-METHOXY-5,6,13,13A-TETRAHYDROISOQUINOLINO[2,1-B][2,7]NAPHTHYRIDIN-8-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813AR%29-12-ETHENYL-2-HYDROXY-3-METHOXY-5%2C6%2C13%2C13A-TETRAHYDROISOQUINOLINO%5B2%2C1-B%5D%5B2%2C7%5DNAPHTHYRIDIN-8-ONE
"(13AR)-3-METHOXY-6,8,13,13A-TETRAHYDRO-5H-ISOQUINOLINO[2,1-B]ISOQUINOLIN-2-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813AR%29-3-METHOXY-6%2C8%2C13%2C13A-TETRAHYDRO-5H-ISOQUINOLINO%5B2%2C1-B%5DISOQUINOLIN-2-OL
"(13AS)-3,10,11-TRIMETHOXY-6,8,13,13A-TETRAHYDRO-5H-ISOQUINOLINO[2,1-B]ISOQUINOLIN-2-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813AS%29-3%2C10%2C11-TRIMETHOXY-6%2C8%2C13%2C13A-TETRAHYDRO-5H-ISOQUINOLINO%5B2%2C1-B%5DISOQUINOLIN-2-OL
"(13R,14R,16R)-14-ETHYL-19-OXA-2,12-DIAZAHEXACYCLO[12.4.1.112,16.01,9.03,8.09,13]ICOSA-3,5,7-TRIENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813R%2C14R%2C16R%29-14-ETHYL-19-OXA-2%2C12-DIAZAHEXACYCLO%5B12.4.1.112%2C16.01%2C9.03%2C8.09%2C13%5DICOSA-3%2C5%2C7-TRIENE
"(13R,14Z)-14-ETHYLIDENE-12-METHYLIDENE-1,10-DIAZATETRACYCLO[11.2.2.03,11.04,9]HEPTADECA-3(11),4,6,8-TETRAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813R%2C14Z%29-14-ETHYLIDENE-12-METHYLIDENE-1%2C10-DIAZATETRACYCLO%5B11.2.2.03%2C11.04%2C9%5DHEPTADECA-3%2811%29%2C4%2C6%2C8-TETRAENE
"(13S)-17-METHOXY-12-METHYL-5,7-DIOXA-1-AZAPENTACYCLO[11.8.0.03,11.04,8.014,19]HENICOSA-3(11),4(8),9,14,16,18-HEXAEN-16-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813S%29-17-METHOXY-12-METHYL-5%2C7-DIOXA-1-AZAPENTACYCLO%5B11.8.0.03%2C11.04%2C8.014%2C19%5DHENICOSA-3%2811%29%2C4%288%29%2C9%2C14%2C16%2C18-HEXAEN-16-OL
"(13z)-10-butan-2-yl-6-[2-(dimethylamino)-3-(1h-indol-3-yl)propanoyl]-16-methoxy-2-oxa-6,9,12-triazatricyclo[13.3.1.03,7]nonadeca-1(19),13,15,17-tetraene-8,11-dione",https://neist.res.in/osadhi/phytodetail.php?phyto=%2813z%29-10-butan-2-yl-6-%5B2-%28dimethylamino%29-3-%281h-indol-3-yl%29propanoyl%5D-16-methoxy-2-oxa-6%2C9%2C12-triazatricyclo%5B13.3.1.03%2C7%5Dnonadeca-1%2819%29%2C13%2C15%2C17-tetraene-8%2C11-dione
(13Z)-beta-Carotene,https://neist.res.in/osadhi/phytodetail.php?phyto=%2813Z%29-beta-Carotene+
"(14AR)-2,3,6-TRIMETHOXY-11,12,13,14,14A,15-HEXAHYDRO-9H-PHENANTHRO[9,10-B]QUINOLIZINE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2814AR%29-2%2C3%2C6-TRIMETHOXY-11%2C12%2C13%2C14%2C14A%2C15-HEXAHYDRO-9H-PHENANTHRO%5B9%2C10-B%5DQUINOLIZINE
"(14r,16r)-4'-(dichloromethyl)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-14,16-diol",https://neist.res.in/osadhi/phytodetail.php?phyto=%2814r%2C16r%29-4%27-%28dichloromethyl%29-5%27%2C7%2C9%2C13-tetramethylspiro%5B5-oxapentacyclo%5B10.8.0.02%2C9.04%2C8.013%2C18%5Dicos-18-ene-6%2C2%27-oxane%5D-14%2C16-diol
"(14S)-25-METHOXY-15,30-DIMETHYL-7,23,33-TRIOXA-15,30-DIAZAOCTACYCLO[19.9.3.23,6.18,12.114,18.024,32.027,31.022,34]HEPTATRIACONTA-3(37),4,6(36),8,10,12(35),18,20,22(34),24,26,31-DODECAENE-9,20-DIOL",https://neist.res.in/osadhi/phytodetail.php?phyto=%2814S%29-25-METHOXY-15%2C30-DIMETHYL-7%2C23%2C33-TRIOXA-15%2C30-DIAZAOCTACYCLO%5B19.9.3.23%2C6.18%2C12.114%2C18.024%2C32.027%2C31.022%2C34%5DHEPTATRIACONTA-3%2837%29%2C4%2C6%2836%29%2C8%2C10%2C12%2835%29%2C18%2C20%2C22%2834%29%2C24%2C26%2C31-DODECAENE-9%2C20-DIOL
"(14S,18S,19S,20R)-5,18-DIHYDROXY-15-METHOXYCARBONYL-20-METHYL-17-OXA-1,11-DIAZAPENTACYCLO[10.8.1.02,7.08,21.014,19]HENICOSA-2(7),3,5,8,10,12(21),15-HEPTAENE-10-CARBOXYLIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=%2814S%2C18S%2C19S%2C20R%29-5%2C18-DIHYDROXY-15-METHOXYCARBONYL-20-METHYL-17-OXA-1%2C11-DIAZAPENTACYCLO%5B10.8.1.02%2C7.08%2C21.014%2C19%5DHENICOSA-2%287%29%2C3%2C5%2C8%2C10%2C12%2821%29%2C15-HEPTAENE-10-CARBOXYLIC+ACID
"(15E)-12-hydroxy-13,19-didehydrosenecionan-11,16-dione",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815E%29-12-hydroxy-13%2C19-didehydrosenecionan-11%2C16-dione
"(15R,17R,19R)-15-ETHYL-1,11-DIAZAPENTACYCLO[9.6.2.02,7.08,18.015,19]NONADECA-2,4,6,8(18)-TETRAEN-17-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815R%2C17R%2C19R%29-15-ETHYL-1%2C11-DIAZAPENTACYCLO%5B9.6.2.02%2C7.08%2C18.015%2C19%5DNONADECA-2%2C4%2C6%2C8%2818%29-TETRAEN-17-OL
"(15R,17S,19R)-15-ETHYL-1,11-DIAZAPENTACYCLO[9.6.2.02,7.08,18.015,19]NONADECA-2,4,6,8(18)-TETRAEN-17-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815R%2C17S%2C19R%29-15-ETHYL-1%2C11-DIAZAPENTACYCLO%5B9.6.2.02%2C7.08%2C18.015%2C19%5DNONADECA-2%2C4%2C6%2C8%2818%29-TETRAEN-17-OL
"(15R,19R)-15-ETHYL-1,11-DIAZAPENTACYCLO[9.6.2.02,7.08,18.015,19]NONADECA-2,4,6,8(18),16-PENTAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815R%2C19R%29-15-ETHYL-1%2C11-DIAZAPENTACYCLO%5B9.6.2.02%2C7.08%2C18.015%2C19%5DNONADECA-2%2C4%2C6%2C8%2818%29%2C16-PENTAENE
"(15S,16S,18R)-15-ETHYL-14-METHOXY-17-OXA-1,11-DIAZAPENTACYCLO[13.4.1.04,12.05,10.016,18]ICOSA-4(12),5,7,9-TETRAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815S%2C16S%2C18R%29-15-ETHYL-14-METHOXY-17-OXA-1%2C11-DIAZAPENTACYCLO%5B13.4.1.04%2C12.05%2C10.016%2C18%5DICOSA-4%2812%29%2C5%2C7%2C9-TETRAENE
"(15S,16S,18R)-15-ETHYL-17-OXA-1,11-DIAZAPENTACYCLO[13.4.1.04,12.05,10.016,18]ICOSA-4(12),5,7,9-TETRAENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815S%2C16S%2C18R%29-15-ETHYL-17-OXA-1%2C11-DIAZAPENTACYCLO%5B13.4.1.04%2C12.05%2C10.016%2C18%5DICOSA-4%2812%29%2C5%2C7%2C9-TETRAENE
"(15S,19S)-15-ETHYL-1,11-DIAZAPENTACYCLO[9.6.2.02,7.08,18.015,19]NONADECA-2,4,6,8(18)-TETRAEN-17-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2815S%2C19S%29-15-ETHYL-1%2C11-DIAZAPENTACYCLO%5B9.6.2.02%2C7.08%2C18.015%2C19%5DNONADECA-2%2C4%2C6%2C8%2818%29-TETRAEN-17-ONE
"(16R)-ent-kauran-16,19-diol",https://neist.res.in/osadhi/phytodetail.php?phyto=%2816R%29-ent-kauran-16%2C19-diol
"(16R,17R)-10,10,16,17-TETRAMETHYL-6-PHENYL-3,9,15-TRIOXATETRACYCLO[12.4.0.02,7.08,13]OCTADECA-1(14),2(7),5,8(13),11-PENTAENE-4,18-DIONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2816R%2C17R%29-10%2C10%2C16%2C17-TETRAMETHYL-6-PHENYL-3%2C9%2C15-TRIOXATETRACYCLO%5B12.4.0.02%2C7.08%2C13%5DOCTADECA-1%2814%29%2C2%287%29%2C5%2C8%2813%29%2C11-PENTAENE-4%2C18-DIONE
"(16R,17R,18R)-18-HYDROXY-10,10,16,17-TETRAMETHYL-6-PHENYL-3,9,15-TRIOXATETRACYCLO[12.4.0.02,7.08,13]OCTADECA-1(14),2(7),5,8(13),11-PENTAEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2816R%2C17R%2C18R%29-18-HYDROXY-10%2C10%2C16%2C17-TETRAMETHYL-6-PHENYL-3%2C9%2C15-TRIOXATETRACYCLO%5B12.4.0.02%2C7.08%2C13%5DOCTADECA-1%2814%29%2C2%287%29%2C5%2C8%2813%29%2C11-PENTAEN-4-ONE
"(16R,17R,18S)-18-HYDROXY-10,10,16,17-TETRAMETHYL-6-PHENYL-3,9,15-TRIOXATETRACYCLO[12.4.0.02,7.08,13]OCTADECA-1(14),2(7),5,8(13),11-PENTAEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2816R%2C17R%2C18S%29-18-HYDROXY-10%2C10%2C16%2C17-TETRAMETHYL-6-PHENYL-3%2C9%2C15-TRIOXATETRACYCLO%5B12.4.0.02%2C7.08%2C13%5DOCTADECA-1%2814%29%2C2%287%29%2C5%2C8%2813%29%2C11-PENTAEN-4-ONE
"(16R,17S,18S)-18-HYDROXY-10,10,16,17-TETRAMETHYL-6-PHENYL-3,9,15-TRIOXATETRACYCLO[12.4.0.02,7.08,13]OCTADECA-1(14),2(7),5,8(13),11-PENTAEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2816R%2C17S%2C18S%29-18-HYDROXY-10%2C10%2C16%2C17-TETRAMETHYL-6-PHENYL-3%2C9%2C15-TRIOXATETRACYCLO%5B12.4.0.02%2C7.08%2C13%5DOCTADECA-1%2814%29%2C2%287%29%2C5%2C8%2813%29%2C11-PENTAEN-4-ONE
(16S)-Sarpagan-17-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=%2816S%29-Sarpagan-17-ol
"(16S,17R,18S)-18-HYDROXY-10,10,16,17-TETRAMETHYL-6-PHENYL-3,9,15-TRIOXATETRACYCLO[12.4.0.02,7.08,13]OCTADECA-1(14),2(7),5,8(13),11-PENTAEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2816S%2C17R%2C18S%29-18-HYDROXY-10%2C10%2C16%2C17-TETRAMETHYL-6-PHENYL-3%2C9%2C15-TRIOXATETRACYCLO%5B12.4.0.02%2C7.08%2C13%5DOCTADECA-1%2814%29%2C2%287%29%2C5%2C8%2813%29%2C11-PENTAEN-4-ONE
"(19S)-19-ETHYL-19-HYDROXY-17-OXA-3,13-DIAZAPENTACYCLO[11.8.0.02,11.04,9.015,20]HENICOSA-1(21),2,4,6,8,10,15(20)-HEPTAENE-14,18-DIONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2819S%29-19-ETHYL-19-HYDROXY-17-OXA-3%2C13-DIAZAPENTACYCLO%5B11.8.0.02%2C11.04%2C9.015%2C20%5DHENICOSA-1%2821%29%2C2%2C4%2C6%2C8%2C10%2C15%2820%29-HEPTAENE-14%2C18-DIONE
"(19S)-19-ETHYL-19-HYDROXY-8-METHOXY-17-OXA-3,13-DIAZAPENTACYCLO[11.8.0.02,11.04,9.015,20]HENICOSA-1(21),2,4(9),5,7,10,15(20)-HEPTAENE-14,18-DIONE",https://neist.res.in/osadhi/phytodetail.php?phyto=%2819S%29-19-ETHYL-19-HYDROXY-8-METHOXY-17-OXA-3%2C13-DIAZAPENTACYCLO%5B11.8.0.02%2C11.04%2C9.015%2C20%5DHENICOSA-1%2821%29%2C2%2C4%289%29%2C5%2C7%2C10%2C15%2820%29-HEPTAENE-14%2C18-DIONE
"(1AR,3AS,7S,7AS,7BR)-1,1,3A,7-TETRAMETHYL-1A,2,3,4,5,6,7A,7B-OCTAHYDROCYCLOPROPA[A]NAPHTHALEN-7-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AR%2C3AS%2C7S%2C7AS%2C7BR%29-1%2C1%2C3A%2C7-TETRAMETHYL-1A%2C2%2C3%2C4%2C5%2C6%2C7A%2C7B-OCTAHYDROCYCLOPROPA%5BA%5DNAPHTHALEN-7-OL
"(1AR,3S,4E,5AR,8AR,9R,10AR)-3-HYDROXY-4,10A-DIMETHYL-8-METHYLIDENE-7-OXO-1A,2,3,5A,7,8,8A,9,10,10A-DECAHYDROOXIRENO[5,6]CYCLODECA[1,2-B]FURAN-9-YL (2E)-2-METHYLBUT-2-ENOATE",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AR%2C3S%2C4E%2C5AR%2C8AR%2C9R%2C10AR%29-3-HYDROXY-4%2C10A-DIMETHYL-8-METHYLIDENE-7-OXO-1A%2C2%2C3%2C5A%2C7%2C8%2C8A%2C9%2C10%2C10A-DECAHYDROOXIRENO%5B5%2C6%5DCYCLODECA%5B1%2C2-B%5DFURAN-9-YL+%282E%29-2-METHYLBUT-2-ENOATE
"(1ar,4ar,7ar,7br)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,7a,7b-hexahydro-1ah-cyclopropa[e]azulene",https://neist.res.in/osadhi/phytodetail.php?phyto=%281ar%2C4ar%2C7ar%2C7br%29-1%2C1%2C7-trimethyl-4-methylidene-2%2C3%2C4a%2C5%2C7a%2C7b-hexahydro-1ah-cyclopropa%5Be%5Dazulene
"(1AR,4AS,8AS)-4A,8,8-TRIMETHYL-1,1A,4,5,6,7-HEXAHYDROCYCLOPROPA[J]NAPHTHALENE-2-CARBOXYLIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AR%2C4AS%2C8AS%29-4A%2C8%2C8-TRIMETHYL-1%2C1A%2C4%2C5%2C6%2C7-HEXAHYDROCYCLOPROPA%5BJ%5DNAPHTHALENE-2-CARBOXYLIC+ACID
"(1AR,4R,4AR,7R,7AS,7BS)-1,1,4,7-TETRAMETHYL-2,3,4A,5,6,7,7A,7B-OCTAHYDRO-1AH-CYCLOPROPA[E]AZULEN-4-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AR%2C4R%2C4AR%2C7R%2C7AS%2C7BS%29-1%2C1%2C4%2C7-TETRAMETHYL-2%2C3%2C4A%2C5%2C6%2C7%2C7A%2C7B-OCTAHYDRO-1AH-CYCLOPROPA%5BE%5DAZULEN-4-OL
"(1aR,4S,7R,7aS,7bR)-1,1,4,7-Tetramethyl-1a,2,3,4,6,7,7a,7b-octahydro-1H-cyclopropa[e]azulen-4-ol",https://neist.res.in/osadhi/phytodetail.php?phyto=%281aR%2C4S%2C7R%2C7aS%2C7bR%29-1%2C1%2C4%2C7-Tetramethyl-1a%2C2%2C3%2C4%2C6%2C7%2C7a%2C7b-octahydro-1H-cyclopropa%5Be%5Dazulen-4-ol
"(1aR,7R,7aR,7bS)-1,1,7,7a-tetramethyl-2,3,5,6,7,7b-hexahydro-1aH-cyclopropa[a]naphthalene",https://neist.res.in/osadhi/phytodetail.php?phyto=%281aR%2C7R%2C7aR%2C7bS%29-1%2C1%2C7%2C7a-tetramethyl-2%2C3%2C5%2C6%2C7%2C7b-hexahydro-1aH-cyclopropa%5Ba%5Dnaphthalene
"(1AR,7R,7AS,7BR)-1,1,4,7-TETRAMETHYL-1A,2,3,5,6,7,7A,7B-OCTAHYDROCYCLOPROPA[E]AZULENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AR%2C7R%2C7AS%2C7BR%29-1%2C1%2C4%2C7-TETRAMETHYL-1A%2C2%2C3%2C5%2C6%2C7%2C7A%2C7B-OCTAHYDROCYCLOPROPA%5BE%5DAZULENE
"(1AR,7S,7AS,7BR)-1,1,4,7-TETRAMETHYL-2,3,5,6,7A,7B-HEXAHYDRO-1AH-CYCLOPROPA[H]AZULEN-7-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AR%2C7S%2C7AS%2C7BR%29-1%2C1%2C4%2C7-TETRAMETHYL-2%2C3%2C5%2C6%2C7A%2C7B-HEXAHYDRO-1AH-CYCLOPROPA%5BH%5DAZULEN-7-OL
"(1AS,4AS,7R,7AS,7BS)-1,1,7-TRIMETHYL-4-METHYLENEDECAHYDRO-1H-CYCLOPROPA[E]AZULEN-7-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AS%2C4AS%2C7R%2C7AS%2C7BS%29-1%2C1%2C7-TRIMETHYL-4-METHYLENEDECAHYDRO-1H-CYCLOPROPA%5BE%5DAZULEN-7-OL
"(1AS,4R,4AR,7S,7AR,7BR)-1,1,4,7-TETRAMETHYL-2,3,4A,5,6,7,7A,7B-OCTAHYDRO-1AH-CYCLOPROPA[E]AZULEN-4-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AS%2C4R%2C4AR%2C7S%2C7AR%2C7BR%29-1%2C1%2C4%2C7-TETRAMETHYL-2%2C3%2C4A%2C5%2C6%2C7%2C7A%2C7B-OCTAHYDRO-1AH-CYCLOPROPA%5BE%5DAZULEN-4-OL
"(1as,4s,4ar,5s,6r,8as)-5-[2-(furan-3-yl)ethyl]-4-hydroxy-5,6-dimethyl-1,4,4a,6,7,8-hexahydrocyclopropa[j]naphthalene-1a-carboxylic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=%281as%2C4s%2C4ar%2C5s%2C6r%2C8as%29-5-%5B2-%28furan-3-yl%29ethyl%5D-4-hydroxy-5%2C6-dimethyl-1%2C4%2C4a%2C6%2C7%2C8-hexahydrocyclopropa%5Bj%5Dnaphthalene-1a-carboxylic+acid
"(1AS,4S,4AS,7BR)-1,1,4,7-TETRAMETHYL-1A,2,3,4,4A,5,6,7B-OCTAHYDROCYCLOPROPA[E]AZULENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%281AS%2C4S%2C4AS%2C7BR%29-1%2C1%2C4%2C7-TETRAMETHYL-1A%2C2%2C3%2C4%2C4A%2C5%2C6%2C7B-OCTAHYDROCYCLOPROPA%5BE%5DAZULENE
"(1E)-1-Propene-1,2,3-tricarboxylic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=%281E%29-1-Propene-1%2C2%2C3-tricarboxylic+acid
"(1E,3E,7E)-1,7-DIMETHYL-4-PROPAN-2-YLCYCLODECA-1,3,7-TRIENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%281E%2C3E%2C7E%29-1%2C7-DIMETHYL-4-PROPAN-2-YLCYCLODECA-1%2C3%2C7-TRIENE
"(1E,3Z,6R,7R)-6-(2-CARBOXYETHYL)-6,7-DIMETHYL-10-METHYLIDENECYCLODECA-1,3-DIENE-1-CARBOXYLIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=%281E%2C3Z%2C6R%2C7R%29-6-%282-CARBOXYETHYL%29-6%2C7-DIMETHYL-10-METHYLIDENECYCLODECA-1%2C3-DIENE-1-CARBOXYLIC+ACID
"(1E,3Z,6R,7R)-6-[2-(2-METHOXY-5-OXO-2H-FURAN-4-YL)ETHYL]-6,7-DIMETHYL-10-METHYLIDENECYCLODECA-1,3-DIENE-1-CARBOXYLIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=%281E%2C3Z%2C6R%2C7R%29-6-%5B2-%282-METHOXY-5-OXO-2H-FURAN-4-YL%29ETHYL%5D-6%2C7-DIMETHYL-10-METHYLIDENECYCLODECA-1%2C3-DIENE-1-CARBOXYLIC+ACID
"(1E,3Z,6R,7R)-6-[2-(FURAN-3-YL)ETHYL]-6,7-DIMETHYL-10-METHYLIDENECYCLODECA-1,3-DIENE-1-CARBOXYLIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=%281E%2C3Z%2C6R%2C7R%29-6-%5B2-%28FURAN-3-YL%29ETHYL%5D-6%2C7-DIMETHYL-10-METHYLIDENECYCLODECA-1%2C3-DIENE-1-CARBOXYLIC+ACID
"(1E,4E,8E)-2,6,6,9-TETRAMETHYLCYCLOUNDECA-1,4,8-TRIENE",https://neist.res.in/osadhi/phytodetail.php?phyto=%281E%2C4E%2C8E%29-2%2C6%2C6%2C9-TETRAMETHYLCYCLOUNDECA-1%2C4%2C8-TRIENE
