,Phytochemical,Kingdom,Family,Group,Common name,Synonymous names,System of medicine,IUCN Red List category
1158,Cullen corylifolium,Plantae,Leguminosae,Angiosperms,Scurfy Pea,"Psoralea corylifolia, Cullen corylifolium, Psoralia corylifolia","Ayurveda, Siddha, Unani",Least Concern
1159,Cullen plicatum,Plantae,Leguminosae,Angiosperms,,"Psoralea plicata, Cullen plicatum, Psoralea plicataa",,
1160,Cuminum cyminum,Plantae,Apiaceae,Angiosperms,,"Cuminum cyminum, Cuminun cyminum","Ayurveda, Siddha, Sowa Rigpa, Unani",
1161,Cunninghamia lanceolata,Plantae,Cupressaceae,Gymnosperms,China Fir,"Cunninghamia sinensis, Cunninghamia lanceolata",,Least Concern
1162,Cupressus cashmeriana,Plantae,Cupressaceae,Gymnosperms,,Cupressus cashmeriana,,Near Threatened
1163,Cupressus funebris,Plantae,Cupressaceae,Gymnosperms,,Cupressus funebris,,Data Deficient
1164,Cupressus lusitanica,Plantae,Cupressaceae,Gymnosperms,,"Cupressus lusitanica, Cupressus glauca, Cupressus knightiana, Cupressus lindleyi",,Least Concern
1165,Cupressus macrocarpa,Plantae,Cupressaceae,Gymnosperms,,Cupressus macrocarpa,,Vulnerable
1166,Cupressus sempervirens,Plantae,Cupressaceae,Gymnosperms,Italian Cypress,"Cupressus sempervirens, Cupressus sempevirens, Cypressus sempervirens","Ayurveda, Siddha, Unani",Least Concern
1167,Cupressus torulosa,Plantae,Cupressaceae,Gymnosperms,Himalayan Cypress,"Cupressus corneyana, Cupressus torulosa",,Least Concern
1168,Curculigo orchioides,Plantae,Hypoxidaceae,Angiosperms,Golden Eye Grass,"Hypoxis orchioides, Curculigo orchioides, Curculigo brevifolia, Curculigo malabarica, Curciligo orchioides, Curucligo orchioides","Ayurveda, Siddha, Sowa Rigpa, Unani",
1169,Curcuma aeruginosa,Plantae,Zingiberaceae,Angiosperms,,Curcuma aeruginosa,,Least Concern
1170,Curcuma amada,Plantae,Zingiberaceae,Angiosperms,,Curcuma amada,"Ayurveda, Siddha, Unani",
1171,Curcuma angustifolia,Plantae,Zingiberaceae,Angiosperms,East Indian Arrowroot,Curcuma angustifolia,"Ayurveda, Siddha, Unani",
1172,Curcuma aromatica,Plantae,Zingiberaceae,Angiosperms,Wild Turmeric,Curcuma aromatica,"Ayurveda, Siddha, Unani",
1173,Curcuma caesia,Plantae,Zingiberaceae,Angiosperms,Black Turmeric,"Curcuma caesia, Curcuma ceasia","Ayurveda, Siddha, Unani",
1174,Curcuma longa,Plantae,Zingiberaceae,Angiosperms,Turmeric,"Curcuma domestica, Curcuma longa, Curcuma longas, Curcuma ionga","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",Data Deficient
1175,Curcuma mangga,Plantae,Zingiberaceae,Angiosperms,,Curcuma mangga,,Data Deficient
1176,Curcuma zanthorrhiza,Plantae,Zingiberaceae,Angiosperms,,"Curcuma xanthorrhiza, Curcuma zanthorrhiza",,Data Deficient
1177,Curcuma zedoaria,Plantae,Zingiberaceae,Angiosperms,,"Curcuma zedoaria, Amomum zedoaria, Curcuma malabarica, Curcuma raktakanda, Curcuma zeodaria, Curuma zedoaria","Ayurveda, Siddha, Sowa Rigpa, Unani",Data Deficient
1178,Cuscuta chinensis,Plantae,Convolvulaceae,Angiosperms,,Cuscuta chinensis,Unani,
1179,Cuscuta epithymum,Plantae,Convolvulaceae,Angiosperms,,Cuscuta epithymum,"Ayurveda, Unani",
1180,Cuscuta europaea,Plantae,Convolvulaceae,Angiosperms,Greater Dodder,"Cuscuta europaea, Cuscuta europea",,
1181,Cuscuta reflexa,Plantae,Convolvulaceae,Angiosperms,Amar Bel,Cuscuta reflexa,"Ayurveda, Siddha, Unani",Least Concern
1182,Cyamopsis tetragonoloba,Plantae,Leguminosae,Angiosperms,Guar,"Cyamopsis tetragonoloba, Cyamopsis psoralioides, Dolichos psoralioides, Psoralea tetragonoloba, Cyamposis tetragonolobus","Ayurveda, Siddha, Unani",
1183,Cyanotis arachnoidea,Plantae,Commelinaceae,Angiosperms,Grass of the Dew,"Cyanotis arachnoides, Cyanotis arachnoidea",,
1184,Cyanotis vaga,Plantae,Commelinaceae,Angiosperms,Wandering Dew-Grass,Cyanotis vaga,,
1185,Cyanthillium cinereum,Plantae,Compositae,Angiosperms,Little Ironweed,"Vernonia cinerea, Cyanthillium cinereum, Conyza cinerea, Vernonia cinera","Ayurveda, Siddha",
1186,Cyanus depressus,Plantae,Compositae,Angiosperms,,"Centaurea depressa, Cyanus depressus",,
1187,Cyanus segetum,Plantae,Compositae,Angiosperms,Cornflower,"Centaurea cyanus, Cyanus segetum",,
1188,Cyathea gigantea,Plantae,Cyatheaceae,Pteridophytes,,"Cyathea gigantea, Alsophila gigantea",,
1189,Cyathea spinulosa,Plantae,Cyatheaceae,Pteridophytes,,"Alsophila spinulosa, Cyathea spinulosa, Alsophila decipiens",,
1190,Cyathocline purpurea,Plantae,Compositae,Angiosperms,Gangotra,"Cyathocline lyrata, Cyathocline purpurea, Dichrocephala minutilora, Tanacetum purpureum, Cyanthocline purpurea",,Least Concern
1191,Cyathula capitata,Plantae,Amaranthaceae,Angiosperms,Roundhead Pastureweed,Cyathula capitata,,
1192,Cyathula prostrata,Plantae,Amaranthaceae,Angiosperms,Prostrate Pastureweed,"Cyathula prostrata, Achyranthes prostrata",Ayurveda,
1193,Cycas beddomei,Plantae,Cycadaceae,Gymnosperms,,Cycas beddomei,,Endangered
1194,Cycas circinalis,Plantae,Cycadaceae,Gymnosperms,Queen Sago,Cycas circinalis,"Ayurveda, Siddha",Endangered
1195,Cycas revoluta,Plantae,Cycadaceae,Gymnosperms,Sago Palm,Cycas revoluta,Siddha,Least Concern
1196,Cycas rumphii,Plantae,Cycadaceae,Gymnosperms,Ceylon Sago Palm,Cycas rumphii,,Near Threatened
1197,Cyclamen hederifolium,Plantae,Primulaceae,Angiosperms,,"Cyclamen neapolitanum, Cyclamen hederifolium",,
1198,Cyclamen persicum,Plantae,Primulaceae,Angiosperms,Florist Cyclamen pink,Cyclamen persicum,,
1199,Cyclamen purpurascens,Plantae,Primulaceae,Angiosperms,,"Cyclamen europaeum, Cyclamen purpurascens",,Least Concern
1200,Cyclea barbata,Plantae,Menispermaceae,Angiosperms,,Cyclea barbata,,
1201,Cyclea peltata,Plantae,Menispermaceae,Angiosperms,Indian Moon-Seed,"Cyclea burmanni, Cyclea arnotii, Cyclea peltata, Cyclea arnottii, Clypea burmanni, Cyclea burmannii, Cyvelea pelitata","Ayurveda, Siddha",
1202,Cyclocarya paliurus,Plantae,Juglandaceae,Angiosperms,,"Cyclocarya paliarus, Cyclocarya paliurus",,
1203,Cyclospermum leptophyllum,Plantae,Apiaceae,Angiosperms,Fir-Leaved Celery,"Apium leptophyllum, Cyclospermum leptophyllum","Ayurveda, Siddha, Unani",
1204,Cydonia oblonga,Plantae,Rosaceae,Angiosperms,Quince,"Cydonia vulgaris, Cydonia oblonga, Pyrus cydonia","Ayurveda, Siddha, Unani",Least Concern
1205,Cymbalaria muralis,Plantae,Plantaginaceae,Angiosperms,Kenilworth Ivy,"Linaria cymbalaria, Cymbalaria muralis",Ayurveda,
1206,Cymbidium aloifolium,Plantae,Orchidaceae,Angiosperms,Aloe Leaf Cymbidium,"Cymbidium pendulum, Cymbidium aloifolium, Cymbidium intermedium, Cymbidium simulans, Epidendrum aloifolium, Epidendrum pendulum",Ayurveda,
1207,Cymbidium iridioides,Plantae,Orchidaceae,Angiosperms,Iris Cymbidium,"Cymbidium giganteum, Cymbidium iridioides",,
1208,Cymbopogon caesius,Plantae,Poaceae,Angiosperms,,"Cymbopogon caesius, Andropogon caesius",,
1209,Cymbopogon citratus,Plantae,Poaceae,Angiosperms,Lemon Grass,"Andropogon citratus, Cymbopogon citratus, Cymbopogon citranus","Ayurveda, Siddha, Unani",
1210,Cymbopogon coloratus,Plantae,Poaceae,Angiosperms,,Cymbopogon coloratus,Siddha,
1211,Cymbopogon commutatus,Plantae,Poaceae,Angiosperms,,"Cymbopogon parkeri, Cymbopogon commutatus",,
1212,Cymbopogon distans,Plantae,Poaceae,Angiosperms,,"Andropogon distans, Cymbopogon distans",,
1213,Cymbopogon flexuosus,Plantae,Poaceae,Angiosperms,Cochin Grass,"Cymbopogon travancorensis, Cymbopogon flexuosus, Andropogon flexuosus, Cymbopogon fexuosus, Cymbopogon flexuous, Cymbopogon flexosus",,
1214,Cymbopogon jwarancusa,Plantae,Poaceae,Angiosperms,,"Andropogon jwarancusa, Cymbopogon olivieri, Cymbopogon jwarancusa, Andropogon olivieri, Cymbopogon ladakhensis, Cymbopogon warancusa, Cymbopogon jwaeancusa, Cymbopogon jawarancusa","Ayurveda, Siddha, Sowa Rigpa, Unani",
1215,Cymbopogon khasianus,Plantae,Poaceae,Angiosperms,,Cymbopogon khasianus,,
1216,Cymbopogon martini,Plantae,Poaceae,Angiosperms,Palmarosa Grass,"Cymbopogon martinii, Cymbopogon martini, Andropogon martinii","Ayurveda, Siddha, Sowa Rigpa, Unani",
1217,Cymbopogon microstachys,Plantae,Poaceae,Angiosperms,,Cymbopogon microstachys,,
1218,Cymbopogon nardus,Plantae,Poaceae,Angiosperms,,"Andropogon nardus, Andropogon khasianus, Cymbopogon nardus, Andropogon confertiflorus, Cymbopogon confertiflorus","Ayurveda, Siddha",
1219,Cymbopogon osmastonii,Plantae,Poaceae,Angiosperms,,Cymbopogon osmastonii,,
1220,Cymbopogon pendulus,Plantae,Poaceae,Angiosperms,,"Andropogon pendulus, Cymbopogon pendulus",,
1221,Cymbopogon pospischilii,Plantae,Poaceae,Angiosperms,,"Cymbopogon stracheyi, Cymbopogon pospischilii, Cymbopogon pospischilli",,
1222,Cymbopogon schoenanthus,Plantae,Poaceae,Angiosperms,,"Andropogon schoenanthus, Cymbopogon schoenanthus, Cymbopogon proximus","Ayurveda, Siddha, Unani",
1223,Cymbopogon winterianus,Plantae,Poaceae,Angiosperms,,Cymbopogon winterianus,,
1224,Cynanchum acutum,Plantae,Apocynaceae,Angiosperms,,Cynanchum acutum,,Least Concern
1225,Cynanchum auriculatum,Plantae,Apocynaceae,Angiosperms,,Cynanchum auriculatum,,
1226,Cynara scolymus,Plantae,Compositae,Angiosperms,,Cynara scolymus,Unani,
1227,Cynodon dactylon,Plantae,Poaceae,Angiosperms,Bermuda Grass,"Cynodon dactylon, Panicum dactylon, Cynodon dactvlon","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
1228,Cynoglossum wallichii,Plantae,Boraginaceae,Angiosperms,Barbed Forget-Me-Not,"Cynoglosum denticulatum, Cynoglossum wallichii, Cynoglossum denticulatum, Cynoglossum glochidiatum, Cynoglossum wallichi, Cynoglossum waliichi",,
1229,Cynoglossum zeylanicum,Plantae,Boraginaceae,Angiosperms,Forked Forget-Me-Not,"Cynoglosum furcatum, Cynoglosum zeylanicum, Cynoglossum zeylanicum, Anchusa zeylanica, Cynoglossum furcatum",Siddha,
1230,Cyperus articulatus,Plantae,Cyperaceae,Angiosperms,,Cyperus articulatus,Ayurveda,Least Concern
1231,Cyperus bulbosus,Plantae,Cyperaceae,Angiosperms,,Cyperus bulbosus,,
1232,Cyperus corymbosus,Plantae,Cyperaceae,Angiosperms,,"Cyperus tegetiformis, Cyperus corymbosus",,
1233,Cyperus difformis,Plantae,Cyperaceae,Angiosperms,Variable Flatsedge,Cyperus difformis,,Least Concern
1234,Cyperus distans,Plantae,Cyperaceae,Angiosperms,Slender Sedge,Cyperus distans,,Least Concern
1235,Cyperus esculentus,Plantae,Cyperaceae,Angiosperms,,"Cyperus esculentus, Cperus esculentus","Ayurveda, Unani",Least Concern
1236,Cyperus iria,Plantae,Cyperaceae,Angiosperms,Rice Flat Sedge,"Cyperus iria, Cyperus. iria",Siddha,Least Concern
1237,Cyperus longus,Plantae,Cyperaceae,Angiosperms,,Cyperus longus,,Least Concern
1238,Cyperus rotundus,Plantae,Cyperaceae,Angiosperms,Common Nut Sedge,"Cyperus tuberosus, Cyperus rotundus","Ayurveda, Siddha, Sowa Rigpa, Unani",Least Concern
1239,Cyperus scariosus,Plantae,Cyperaceae,Angiosperms,,Cyperus scariosus,"Ayurveda, Siddha, Unani",
1240,Cyperus serotinus,Plantae,Cyperaceae,Angiosperms,,"Juncellus serotinus, Cyperus serotinus, Juncellus inundatus",,
1241,Cyphomandra betacea,Plantae,Solanaceae,Angiosperms,,Cyphomandra betacea,,
1242,Cystopteris fragilis,Plantae,Cystopteridaceae,Pteridophytes,,"Cystopteris fragilis, Crystopteris fragilis",,
1243,Cytisus scoparius,Plantae,Leguminosae,Angiosperms,Scotch Broom,"Sarothamnus scoparius, Cytisus scoparius, Sarothamnus scoporius, Sarothamus scoparius",Homeopathy,
1244,Dactylicapnos macrocapnos,Plantae,Papaveraceae,Angiosperms,Yellow Bleeding Heart,"Dicentra macrocapnos, Dactylicapnos macrocapnos",,
1245,Dactylicapnos scandens,Plantae,Papaveraceae,Angiosperms,,"Dicentra scandens, Dactylicapnos scandens",,
1246,Dactylis glomerata,Plantae,Poaceae,Angiosperms,,Dactylis glomerata,,
1247,Dactyloctenium aegyptium,Plantae,Poaceae,Angiosperms,Crowfoot Grass,Dactyloctenium aegyptium,"Ayurveda, Siddha",
1248,Dactylorhiza incarnata,Plantae,Orchidaceae,Angiosperms,,"Orchis latifolia, Dactylorhiza incarnata, Orchis latifobia","Ayurveda, Siddha, Unani",
1249,Daemonorops draco,Plantae,Arecaceae,Angiosperms,,Daemonorops draco,"Ayurveda, Siddha, Unani",
1250,Dahlia coccinea,Plantae,Compositae,Angiosperms,Single Flowered Dahlia,"Dahlia coccinea, Dahlia coccinia",,
1251,Dalbergia candenatensis,Plantae,Leguminosae,Angiosperms,,"Dalbergia monosperma, Dalbergia candenatensis",,
1252,Dalbergia horrida,Plantae,Leguminosae,Angiosperms,Prickly Dalbergia,"Dalbergia sympathetica, Dalbergia horrida",,
1253,Dalbergia lanceolaria,Plantae,Leguminosae,Angiosperms,Takoli,"Dalbergia paniculata, Dalbergia lanceolaria","Ayurveda, Siddha, Sowa Rigpa",
1254,Dalbergia latifolia,Plantae,Leguminosae,Angiosperms,Black Rosewood,Dalbergia latifolia,"Ayurveda, Siddha, Unani",Vulnerable
1255,Dalbergia melanoxylon,Plantae,Leguminosae,Angiosperms,African Blackwood,Dalbergia melanoxylon,,Near Threatened
1256,Dalbergia parviflora,Plantae,Leguminosae,Angiosperms,,Dalbergia parviflora,,Least Concern
1257,Dalbergia pervillei,Plantae,Leguminosae,Angiosperms,,"Dalbergia obtusa, Dalbergia pervillei",,Vulnerable
1258,Dalbergia sissoides,Plantae,Leguminosae,Angiosperms,,Dalbergia sissoides,"Ayurveda, Siddha",
1259,Dalbergia sissoo,Plantae,Leguminosae,Angiosperms,Shisham,"Dalbergia sissoo, Dallergia sissoo","Ayurveda, Siddha, Sowa Rigpa, Unani",Least Concern
1260,Dalbergia spinosa,Plantae,Leguminosae,Angiosperms,,Dalbergia spinosa,,
1261,Dalbergia stipulacea,Plantae,Leguminosae,Angiosperms,East Himalayan Dalbergia,"Dalbergia stipulacea, Dalbergia stipulaceae",,Least Concern
1262,Dalbergia volubilis,Plantae,Leguminosae,Angiosperms,Climbing Dalbergia,Dalbergia volubilis,"Ayurveda, Siddha",
1263,Damnacanthus indicus,Plantae,Rubiaceae,Angiosperms,,Damnacanthus indicus,,
1264,Daphne bholua,Plantae,Thymelaeaceae,Angiosperms,Icy Himalayan Daphne,Daphne bholua,,
1265,Daphne mucronata,Plantae,Thymelaeaceae,Angiosperms,Kashmir Daphne,"Daphne acuminata, Daphne mucronata",,
1266,Daphne oleoides,Plantae,Thymelaeaceae,Angiosperms,,"Daphne oeleoides, Daphne oleoides",Unani,
1267,Daphne papyracea,Plantae,Thymelaeaceae,Angiosperms,Indian Paper Plant,"Daphne papyracea, Daphne papyraceae, Daphnae papyracea","Homeopathy, Unani",
1268,Daphniphyllum neilgherrense,Plantae,Daphniphyllaceae,Angiosperms,Nilgiri Daphne-Leaf,"Daphniphyllum neilgherrense, Daphniphyllum neigherrense",,
1269,Dasiphora fruticosa,Plantae,Rosaceae,Angiosperms,Shrubby Cinquefoil,"Potentilla fruticosa, Dasiphora fruticosa",,
1270,Dasymaschalon longiflorum,Plantae,Annonaceae,Angiosperms,,"Unona longiflora, Desmos longiflorus, Dasymaschalon longiflorum",,
1271,Datisca cannabina,Plantae,Datiscaceae,Angiosperms,False Hemp,Datisca cannabina,,
1272,Datura ferox,Plantae,Solanaceae,Angiosperms,Fierce Thorn Apple,Datura ferox,Homeopathy,
1273,Datura innoxia,Plantae,Solanaceae,Angiosperms,Datura,"Datura innoxia, Datura inoxia","Ayurveda, Siddha, Unani",
1274,Datura metel,Plantae,Solanaceae,Angiosperms,Datura Blackcurrant Swirl,"Datura alba, Datura fastuosa, Datura metel, Datura metal","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
1275,Datura quercifolia,Plantae,Solanaceae,Angiosperms,,Datura quercifolia,,
1276,Datura stramonium,Plantae,Solanaceae,Angiosperms,Jimsonweed,"Datura tatula, Datura stramonium","Ayurveda, Homeopathy, Siddha, Unani",
1277,Daucus carota,Plantae,Apiaceae,Angiosperms,Carrot,"Daucus carota, Daucus cartoa, Daucs carota","Ayurveda, Siddha, Unani",Least Concern
1278,Daucus sativus,Plantae,Apiaceae,Angiosperms,,"Daucus sativa, Daucus sativus",,
1279,Davidsonia pruriens,Plantae,Cunoniaceae,Angiosperms,,Davidsonia pruriens,,Least Concern
1280,Decalepis arayalpathra,Plantae,Apocynaceae,Angiosperms,Amruthapala,"Janakia arayalpathra, Decalepis arayalpathra",,
1281,Decalepis hamiltonii,Plantae,Apocynaceae,Angiosperms,Swallow-Root,"Decalepis hamiltonii, Decalepis hamiltoni, Decalepsis hamiltonii","Ayurveda, Siddha, Unani",Endangered
1282,Decaschistia crotonifolia,Plantae,Malvaceae,Angiosperms,Croton Leaf Mysore Mallow,Decaschistia crotonifolia,,
1283,Dehaasia kurzii,Plantae,Lauraceae,Angiosperms,,Dehaasia kurzii,,Least Concern
1284,Delonix elata,Plantae,Leguminosae,Angiosperms,White Gulmohar,"Poinciana elata, Delonix elata","Ayurveda, Siddha",Least Concern
1285,Delonix regia,Plantae,Leguminosae,Angiosperms,Gulmohar,"Poinciana regia, Delonix regia","Ayurveda, Siddha",Least Concern
1286,Delphinium brunonianum,Plantae,Ranunculaceae,Angiosperms,Musk Larkspur,Delphinium brunonianum,Ayurveda,
1287,Delphinium caeruleum,Plantae,Ranunculaceae,Angiosperms,,Delphinium caeruleum,,
1288,Delphinium cashmerianum,Plantae,Ranunculaceae,Angiosperms,Kashmir Larkspur,"Delphinium cashmerianum, Delphinium cashmirianum",Ayurveda,
1289,Delphinium denudatum,Plantae,Ranunculaceae,Angiosperms,Jadwar,"Delphinium denudatum, Delphinium dendudatum","Ayurveda, Unani",
1290,Delphinium elatum,Plantae,Ranunculaceae,Angiosperms,,"Delphinium speciosum, Delphinium elatum",,
1291,Delphinium semibarbatum,Plantae,Ranunculaceae,Angiosperms,,"Delphinium semmibarbatur, Delphinium semibarbatum","Ayurveda, Sowa Rigpa, Unani",
1292,Delphinium staphisagria,Plantae,Ranunculaceae,Angiosperms,,"Delphinium staphisagria, Delphinium staphysagria","Homeopathy, Unani",
1293,Delphinium vestitum,Plantae,Ranunculaceae,Angiosperms,Hairy Delphinium,"Delphinium vestitium, Delphinium vestitum",Ayurveda,
1294,Delphinium zalil,Plantae,Ranunculaceae,Angiosperms,,Delphinium zalil,"Ayurveda, Sowa Rigpa, Unani",
1295,Dendrobium amoenum,Plantae,Orchidaceae,Angiosperms,Lovely Dendrobium,Dendrobium amoenum,,
1296,Dendrobium aphyllum,Plantae,Orchidaceae,Angiosperms,Leafless Dendrobium,"Dendrobium pierardii, Dendrobium aphyllum",,Least Concern
1297,Dendrobium chrysanthum,Plantae,Orchidaceae,Angiosperms,Golden Flowered Dendrobium,Dendrobium chrysanthum,,
1298,Dendrobium chrysotoxum,Plantae,Orchidaceae,Angiosperms,Golden Arch Dendrobium,Dendrobium chrysotoxum,,
1299,Dendrobium cumulatum,Plantae,Orchidaceae,Angiosperms,,Dendrobium cumulatum,,
1300,Dendrobium densiflorum,Plantae,Orchidaceae,Angiosperms,Pineapple Orchid,Dendrobium densiflorum,,
1301,Dendrobium fimbriatum,Plantae,Orchidaceae,Angiosperms,Fringe Lipped Dendrobium,"Dendrobium fimbriatum, Dendrobium normale",,
1302,Dendrobium macraei,Plantae,Orchidaceae,Angiosperms,,"Dendrobium macraei, Ephemerantha macraei, Flickingeria macraei, Flickingeria mucraei",Ayurveda,
1303,Dendrobium moschatum,Plantae,Orchidaceae,Angiosperms,Musk Dendrobium,"Dendrobium calceolaria, Dendrobium moschatum",,
1304,Dendrobium nobile,Plantae,Orchidaceae,Angiosperms,Noble Dendrobium,Dendrobium nobile,,
1305,Dendrobium polyanthum,Plantae,Orchidaceae,Angiosperms,Primrose Dendrobium,"Dendrobium primulinum, Dendrobium polyanthum",,
1306,Dendrobium secundum,Plantae,Orchidaceae,Angiosperms,Toothbrush Dendrobium,Dendrobium secundum,,
1307,Dendrocalamus strictus,Plantae,Poaceae,Angiosperms,Calcutta Bamboo,Dendrocalamus strictus,"Ayurveda, Siddha",
1308,Dendrolobium triangulare,Plantae,Leguminosae,Angiosperms,Triangular Horse Bush,"Desmodium triangulare, Desmodium cephalotes, Dendrolobium triangulare, Desmodium trioangulare",,
1309,Dendrophthoe elastica,Plantae,Loranthaceae,Angiosperms,,"Dendrophthoe elastica, Dendrophithoe elastica",Ayurveda,
1310,Dendrophthoe falcata,Plantae,Loranthaceae,Angiosperms,Honey Suckle Mistletoe,"Dendrophthoe falcata, Dendrophithoe falcata, Dendropthoe falcata","Ayurveda, Siddha",
1311,Dendrophthoe pentandra,Plantae,Loranthaceae,Angiosperms,,"Loranthus pentandrus, Dendrophthoe pentandra",Ayurveda,
1312,Derris benthamii,Plantae,Leguminosae,Angiosperms,,Derris benthamii,,
1313,Derris brevipes,Plantae,Leguminosae,Angiosperms,,Derris brevipes,,
1314,Derris elliptica,Plantae,Leguminosae,Angiosperms,,Derris elliptica,,
1315,Derris ferruginea,Plantae,Leguminosae,Angiosperms,,Derris ferruginea,,
1316,Derris malaccensis,Plantae,Leguminosae,Angiosperms,,"Derris malaccensis, Derris malaccenis",,
1317,Derris robusta,Plantae,Leguminosae,Angiosperms,,Derris robusta,,
1318,Derris scandens,Plantae,Leguminosae,Angiosperms,Jewel Vine,"Derris scandens, Derris scandes",Siddha,
1319,Derris trifoliata,Plantae,Leguminosae,Angiosperms,Common Derris,"Derris uliginosa, Derris trifoliata, Derris trifolita",,
1320,Descurainia sophia,Plantae,Brassicaceae,Angiosperms,Herb Sophia,"Sisymbrium sophia, Descurainia sophia",,
1321,Desmodium elegans,Plantae,Leguminosae,Angiosperms,,"Desmodium tiliaefolium, Desmodium elegans",,Least Concern
1322,Desmodium gangeticum,Plantae,Leguminosae,Angiosperms,,"Desmodium gangeticum, Hedysarum gangeticum","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
1323,Desmodium laxiflorum,Plantae,Leguminosae,Angiosperms,,"Desmodium diffusum, Desmodium laxiflorum, Hedysarum recurvatum","Ayurveda, Siddha",
1324,Desmodium multiflorum,Plantae,Leguminosae,Angiosperms,,"Desmodium floribundum, Desmodium multiflorum",,
1325,Desmodium oojeinense,Plantae,Leguminosae,Angiosperms,Ujjain Desmodium Tree,"Ougeinia oojeinensis, Ougeinia dalbergioides, Desmodium oojeinense, Ougeinia dlabergioides, Ougeinia daibergioides, Ougeinia dalhergioides, Ougeinia dathergioides, Ougeinia dulbergioides, Ougeinia ojeinensis","Ayurveda, Siddha, Sowa Rigpa",
